#doc 1							
0	Eyes	B-NC	['Hypernym', 'Hypernym']	[3, 3]	B-NC	O	O
76	set	B-NC	['N']	[76]	B-NC	O	O
77	of	O	['N']	[77]	O	O	O
78	electrical	O	['N']	[78]	O	O	O
79	signals	B-NC	['N']	[79]	B-NC	O	O
80	,	O	['N']	[80]	O	O	O
81	and	O	['N']	[81]	O	O	O
82	transmits	O	['N']	[82]	O	O	O
83	these	O	['N']	[83]	O	O	O
84	signals	B-NC	['N']	[84]	B-NC	O	O
85	to	O	['N']	[85]	O	O	O
86	the	O	['N']	[86]	O	O	O
87	brain	B-NC	['Holonym']	[35]	B-NC	O	O
88	through	O	['N']	[88]	O	O	O
89	complex	O	['N']	[89]	O	O	O
90	neural	O	['N']	[90]	O	O	O
91	pathways	B-NC	['N']	[91]	B-NC	O	O
92	that	O	['N']	[92]	O	O	O
93	connect	O	['N']	[93]	O	O	O
94	the	O	['N']	[94]	O	O	O
95	eye	B-NC	['Holonym']	[102]	B-NC	O	O
96	via	O	['N']	[96]	O	O	O
97	the	O	['N']	[97]	O	O	O
98	optic	B-NC	['N']	[98]	B-NC	O	O
99	nerve	I-NC|B-NC	['Holonym']	[87]	I-NC	B-NC	O
100	to	O	['N']	[100]	O	O	O
101	the	O	['N']	[101]	O	O	O
102	visual	B-NC	['Holonym', 'Holonym', 'Holonym']	[87, 132, 109]	B-NC	O	O
103	cortex	I-NC|B-NC	['N']	[103]	I-NC	B-NC	O
104	and	O	['N']	[104]	O	O	O
105	other	O	['N']	[105]	O	O	O
106	areas	B-NC	['N']	[106]	B-NC	O	O
107	of	O	['N']	[107]	O	O	O
108	the	O	['N']	[108]	O	O	O
109	brain	B-NC	['N']	[109]	B-NC	O	O
110	.	O	['N']	[110]	O	O	O
111	Eyes	B-NC	['Holonym', 'Holonym']	[132, 132]	B-NC	O	O
112	with	O	['N']	[112]	O	O	O
113	resolving	O	['N']	[113]	O	O	O
114	power	B-NC	['N']	[114]	B-NC	O	O
115	have	O	['N']	[115]	O	O	O
116	come	O	['N']	[116]	O	O	O
117	in	O	['N']	[117]	O	O	O
118	ten	O	['N']	[118]	O	O	O
119	fundamentally	O	['N']	[119]	O	O	O
120	different	O	['N']	[120]	O	O	O
121	forms	B-NC	['N']	[121]	B-NC	O	O
122	,	O	['N']	[122]	O	O	O
123	and	O	['N']	[123]	O	O	O
124	96	O	['N']	[124]	O	O	O
125	%	B-NC	['N']	[125]	B-NC	O	O
126	of	O	['N']	[126]	O	O	O
127	animal	O	['N']	[127]	O	O	O
128	species	B-NC	['N']	[128]	B-NC	O	O
129	possess	O	['N']	[129]	O	O	O
130	a	O	['N']	[130]	O	O	O
131	complex	O	['N']	[131]	O	O	O
132	optical	B-NC	['N']	[132]	B-NC	O	O
133	system	I-NC|B-NC	['N']	[133]	I-NC	B-NC	O
134	.	O	['N']	[134]	O	O	O
135	[	O	['N']	[135]	O	O	O
136	1	O	['N']	[136]	O	O	O
137	]	O	['N']	[137]	O	O	O
138	Image	B-NC	['N']	[138]	B-NC	O	O
139	-	O	['N']	[139]	O	O	O
140	resolving	O	['N']	[140]	O	O	O
141	eyes	B-NC	['N']	[141]	B-NC	O	O
142	are	O	['N']	[142]	O	O	O
143	present	O	['N']	[143]	O	O	O
144	in	O	['N']	[144]	O	O	O
145	molluscs	B-NC	['Hypernym']	[128]	B-NC	O	O
146	,	O	['N']	[146]	O	O	O
147	chordates	B-NC	['Hypernym']	[128]	B-NC	O	O
148	and	O	['N']	[148]	O	O	O
149	arthropods	B-NC	['Hypernym']	[128]	B-NC	O	O
150	.	O	['N']	[150]	O	O	O
151	[	O	['N']	[151]	O	O	O
152	2	O	['N']	[152]	O	O	O
#doc 2							
0	The	O	['N']	[0]	O	O	O
1	simplest	O	['N']	[1]	O	O	O
2	""""	O	['N']	[2]	O	O	O
3	eyes	B-NC	['Holonym']	[10]	B-NC	O	O
4	""""	O	['N']	[4]	O	O	O
5	,	O	['N']	[5]	O	O	O
6	such	O	['N']	[6]	O	O	O
7	as	O	['N']	[7]	O	O	O
8	those	O	['N']	[8]	O	O	O
9	in	O	['N']	[9]	O	O	O
10	microorganisms	B-NC	['N']	[10]	B-NC	O	O
11	,	O	['N']	[11]	O	O	O
12	do	O	['N']	[12]	O	O	O
13	nothing	B-NC	['N']	[13]	B-NC	O	O
14	but	O	['N']	[14]	O	O	O
15	detect	O	['N']	[15]	O	O	O
16	whether	O	['N']	[16]	O	O	O
17	the	O	['N']	[17]	O	O	O
18	surroundings	B-NC	['N']	[18]	B-NC	O	O
19	are	O	['N']	[19]	O	O	O
20	light	O	['N']	[20]	O	O	O
21	or	O	['N']	[21]	O	O	O
22	dark	B-NC	['N']	[22]	B-NC	O	O
23	,	O	['N']	[23]	O	O	O
24	which	O	['N']	[24]	O	O	O
25	is	O	['N']	[25]	O	O	O
26	sufficient	O	['N']	[26]	O	O	O
27	for	O	['N']	[27]	O	O	O
28	the	O	['N']	[28]	O	O	O
29	entrainment	B-NC	['N']	[29]	B-NC	O	O
30	of	O	['N']	[30]	O	O	O
31	circadian	O	['N']	[31]	O	O	O
32	rhythms	B-NC	['N']	[32]	B-NC	O	O
33	.	O	['N']	[33]	O	O	O
34	[	O	['N']	[34]	O	O	O
35	citation	B-NC	['N']	[35]	B-NC	O	O
36	needed	O	['N']	[36]	O	O	O
37	]	O	['N']	[37]	O	O	O
38	From	O	['N']	[38]	O	O	O
39	more	O	['N']	[39]	O	O	O
40	complex	O	['N']	[40]	O	O	O
41	eyes	B-NC	['N']	[41]	B-NC	O	O
42	,	O	['N']	[42]	O	O	O
43	retinal	O	['N']	[43]	O	O	O
44	photosensitive	O	['N']	[44]	O	O	O
45	ganglion	B-NC|B-NC	['Holonym']	[41]	B-NC	B-NC	O
46	cells	I-NC|B-NC	['N']	[46]	I-NC	B-NC	O
47	send	O	['N']	[47]	O	O	O
48	signals	B-NC	['N']	[48]	B-NC	O	O
49	along	O	['N']	[49]	O	O	O
50	the	O	['N']	[50]	O	O	O
51	retinohypothalamic	O	['N']	[51]	O	O	O
52	tract	B-NC	['N']	[52]	B-NC	O	O
53	to	O	['N']	[53]	O	O	O
54	the	O	['N']	[54]	O	O	O
55	suprachiasmatic	O	['N']	[55]	O	O	O
56	nuclei	B-NC	['N']	[56]	B-NC	O	O
57	to	O	['N']	[57]	O	O	O
58	effect	O	['N']	[58]	O	O	O
59	circadian	O	['N']	[59]	O	O	O
60	adjustment	B-NC	['N']	[60]	B-NC	O	O
#doc 3							
0	Nathaniel	B-NC	['N']	[0]	B-NC	O	O
1	awakened	O	['N']	[1]	O	O	O
2	as	O	['N']	[2]	O	O	O
3	from	O	['N']	[3]	O	O	O
4	a	O	['N']	[4]	O	O	O
5	heavy	O	['N']	[5]	O	O	O
6	,	O	['N']	[6]	O	O	O
7	frightful	O	['N']	[7]	O	O	O
8	dream	B-NC	['N']	[8]	B-NC	O	O
9	;	O	['N']	[9]	O	O	O
10	he	O	['N']	[10]	O	O	O
11	opened	O	['N']	[11]	O	O	O
12	his	O	['N']	[12]	O	O	O
13	eyes	B-NC	['N']	[13]	B-NC	O	O
14	,	O	['N']	[14]	O	O	O
15	and	O	['N']	[15]	O	O	O
16	felt	O	['N']	[16]	O	O	O
17	an	O	['N']	[17]	O	O	O
18	indescribable	O	['N']	[18]	O	O	O
19	sensation	B-NC	['N']	[19]	B-NC	O	O
20	of	O	['N']	[20]	O	O	O
21	pleasure	B-NC	['Hypernym']	[19]	B-NC	O	O
22	streaming	O	['N']	[22]	O	O	O
23	through	O	['N']	[23]	O	O	O
24	him	O	['N']	[24]	O	O	O
25	,	O	['N']	[25]	O	O	O
26	with	O	['N']	[26]	O	O	O
27	soft	O	['N']	[27]	O	O	O
28	heavenly	O	['N']	[28]	O	O	O
29	warmth	B-NC	['Hypernym']	[19]	B-NC	O	O
30	.	O	['N']	[30]	O	O	O
31	He	O	['N']	[31]	O	O	O
32	was	O	['N']	[32]	O	O	O
33	in	O	['N']	[33]	O	O	O
34	bed	B-NC	['N']	[34]	B-NC	O	O
35	in	O	['N']	[35]	O	O	O
36	his	O	['N']	[36]	O	O	O
37	own	O	['N']	[37]	O	O	O
38	room	B-NC	['Holonym']	[44]	B-NC	O	O
39	,	O	['N']	[39]	O	O	O
40	in	O	['N']	[40]	O	O	O
41	his	O	['N']	[41]	O	O	O
42	father	B-NC	['Hypernym']	[392]	B-NC	O	O
43	's	O	['N']	[43]	O	O	O
44	house	B-NC	['N']	[44]	B-NC	O	O
45	,	O	['N']	[45]	O	O	O
46	Clara	B-NC	['N']	[46]	B-NC	O	O
47	was	O	['N']	[47]	O	O	O
48	stooping	O	['N']	[48]	O	O	O
49	over	O	['N']	[49]	O	O	O
50	him	O	['N']	[50]	O	O	O
51	,	O	['N']	[51]	O	O	O
52	and	O	['N']	[52]	O	O	O
53	Lothaire	B-NC	['N']	[53]	B-NC	O	O
54	and	O	['N']	[54]	O	O	O
55	his	O	['N']	[55]	O	O	O
56	mother	B-NC	['Co-Hyponym']	[42]	B-NC	O	O
57	were	O	['N']	[57]	O	O	O
58	standing	O	['N']	[58]	O	O	O
59	near	O	['N']	[59]	O	O	O
60	.	O	['N']	[60]	O	O	O
61	""""	O	['N']	[61]	O	O	O
62	At	O	['N']	[62]	O	O	O
63	last	O	['N']	[63]	O	O	O
64	,	O	['N']	[64]	O	O	O
65	at	O	['N']	[65]	O	O	O
66	last	O	['N']	[66]	O	O	O
67	,	O	['N']	[67]	O	O	O
68	oh	O	['N']	[68]	O	O	O
69	beloved	O	['N']	[69]	O	O	O
70	Nathaniel	B-NC	['N']	[70]	B-NC	O	O
71	,	O	['N']	[71]	O	O	O
72	hast	B-NC	['N']	[72]	B-NC	O	O
73	thou	B-NC	['N']	[73]	B-NC	O	O
74	recovered	O	['N']	[74]	O	O	O
75	from	O	['N']	[75]	O	O	O
76	thy	O	['N']	[76]	O	O	O
77	serious	O	['N']	[77]	O	O	O
78	illness--now	B-Text mistake	['N']	[78]	B-Text mistake	O	O
79	thou	B-NC	['N']	[79]	B-NC	O	O
80	art	B-NC	['N']	[80]	B-NC	O	O
81	again	O	['N']	[81]	O	O	O
82	mine	O	['N']	[82]	O	O	O
83	!	O	['N']	[83]	O	O	O
84	""""	O	['N']	[84]	O	O	O
85	So	O	['N']	[85]	O	O	O
86	spoke	O	['N']	[86]	O	O	O
87	Clara	B-NC	['N']	[87]	B-NC	O	O
88	,	O	['N']	[88]	O	O	O
89	from	O	['N']	[89]	O	O	O
90	the	O	['N']	[90]	O	O	O
91	very	O	['N']	[91]	O	O	O
92	depth	B-NC	['N']	[92]	B-NC	O	O
93	of	O	['N']	[93]	O	O	O
94	her	O	['N']	[94]	O	O	O
95	soul	B-NC	['N']	[95]	B-NC	O	O
96	,	O	['N']	[96]	O	O	O
97	and	O	['N']	[97]	O	O	O
98	clasped	O	['N']	[98]	O	O	O
99	Nathaniel	B-NC	['N']	[99]	B-NC	O	O
100	in	O	['N']	[100]	O	O	O
101	her	O	['N']	[101]	O	O	O
102	arms	B-NC	['N']	[102]	B-NC	O	O
103	.	O	['N']	[103]	O	O	O
104	But	O	['N']	[104]	O	O	O
105	with	O	['N']	[105]	O	O	O
106	mingled	O	['N']	[106]	O	O	O
107	sorrow	B-NC	['Hypernym']	[19]	B-NC	O	O
108	and	O	['N']	[108]	O	O	O
109	delight	B-NC	['Hypernym']	[19]	B-NC	O	O
110	did	O	['N']	[110]	O	O	O
111	the	O	['N']	[111]	O	O	O
112	brightly	O	['N']	[112]	O	O	O
113	glowing	O	['N']	[113]	O	O	O
114	tears	B-NC	['N']	[114]	B-NC	O	O
115	fall	O	['N']	[115]	O	O	O
116	from	O	['N']	[116]	O	O	O
117	his	O	['N']	[117]	O	O	O
118	eyes	B-NC	['Holonym']	[392]	B-NC	O	O
119	,	O	['N']	[119]	O	O	O
120	and	O	['N']	[120]	O	O	O
121	he	O	['N']	[121]	O	O	O
122	deeply	O	['N']	[122]	O	O	O
123	groaned	O	['N']	[123]	O	O	O
124	forth	O	['N']	[124]	O	O	O
125	:	O	['N']	[125]	O	O	O
126	""""	O	['N']	[126]	O	O	O
127	My	O	['N']	[127]	O	O	O
128	own--my	B-NC	['N']	[128]	B-NC	O	O
129	own	O	['N']	[129]	O	O	O
130	Clara	B-NC	['N']	[130]	B-NC	O	O
131	!	O	['N']	[131]	O	O	O
132	""""	O	['N']	[132]	O	O	O
133	Sigismund	B-NC	['N']	[133]	B-NC	O	O
134	,	O	['N']	[134]	O	O	O
135	who	O	['N']	[135]	O	O	O
136	had	O	['N']	[136]	O	O	O
137	faithfully	O	['N']	[137]	O	O	O
138	remained	O	['N']	[138]	O	O	O
139	with	O	['N']	[139]	O	O	O
140	his	O	['N']	[140]	O	O	O
141	friend	B-NC	['N']	[141]	B-NC	O	O
142	in	O	['N']	[142]	O	O	O
143	the	O	['N']	[143]	O	O	O
144	hour	B-NC	['N']	[144]	B-NC	O	O
145	of	O	['N']	[145]	O	O	O
146	trouble	B-NC	['N']	[146]	B-NC	O	O
147	,	O	['N']	[147]	O	O	O
148	now	O	['N']	[148]	O	O	O
149	entered	O	['N']	[149]	O	O	O
150	.	O	['N']	[150]	O	O	O
151	Nathaniel	B-NC	['N']	[151]	B-NC	O	O
152	stretched	O	['N']	[152]	O	O	O
153	out	O	['N']	[153]	O	O	O
154	his	O	['N']	[154]	O	O	O
155	hand	B-NC	['Holonym']	[392]	B-NC	O	O
156	to	O	['N']	[156]	O	O	O
157	him	O	['N']	[157]	O	O	O
158	.	O	['N']	[158]	O	O	O
159	""""	O	['N']	[159]	O	O	O
160	And	O	['N']	[160]	O	O	O
161	thou	B-NC	['N']	[161]	B-NC	O	O
162	,	O	['N']	[162]	O	O	O
163	faithful	O	['N']	[163]	O	O	O
164	brother	B-NC	['N']	[164]	B-NC	O	O
165	,	O	['N']	[165]	O	O	O
166	hast	B-NC	['N']	[166]	B-NC	O	O
167	not	O	['N']	[167]	O	O	O
168	deserted	O	['N']	[168]	O	O	O
169	me	O	['N']	[169]	O	O	O
170	?	O	['N']	[170]	O	O	O
171	""""	O	['N']	[171]	O	O	O
172	Every	O	['N']	[172]	O	O	O
173	trace	B-NC	['N']	[173]	B-NC	O	O
174	of	O	['N']	[174]	O	O	O
175	Nathaniel	B-NC	['N']	[175]	B-NC	O	O
176	's	O	['N']	[176]	O	O	O
177	madness	B-NC	['Hypernym']	[78]	B-NC	O	O
178	had	O	['N']	[178]	O	O	O
179	vanished	O	['N']	[179]	O	O	O
180	,	O	['N']	[180]	O	O	O
181	and	O	['N']	[181]	O	O	O
182	he	O	['N']	[182]	O	O	O
183	soon	O	['N']	[183]	O	O	O
184	gained	O	['N']	[184]	O	O	O
185	strength	B-NC	['N']	[185]	B-NC	O	O
186	amid	O	['N']	[186]	O	O	O
187	the	O	['N']	[187]	O	O	O
188	care	B-NC	['N']	[188]	B-NC	O	O
189	of	O	['N']	[189]	O	O	O
190	his	O	['N']	[190]	O	O	O
191	mother	B-NC	['N']	[191]	B-NC	O	O
192	,	O	['N']	[192]	O	O	O
193	his	O	['N']	[193]	O	O	O
194	beloved	O	['N']	[194]	O	O	O
195	,	O	['N']	[195]	O	O	O
196	and	O	['N']	[196]	O	O	O
197	his	O	['N']	[197]	O	O	O
198	friends	B-NC	['Hypernym']	[392]	B-NC	O	O
199	.	O	['N']	[199]	O	O	O
200	Good	O	['N']	[200]	O	O	O
201	fortune	B-NC	['N']	[201]	B-NC	O	O
202	also	O	['N']	[202]	O	O	O
203	had	O	['N']	[203]	O	O	O
204	visited	O	['N']	[204]	O	O	O
205	the	O	['N']	[205]	O	O	O
206	house	B-NC	['Hypernym', 'Hypernym']	[235, 232]	B-NC	O	O
207	,	O	['N']	[207]	O	O	O
208	for	O	['N']	[208]	O	O	O
209	an	O	['N']	[209]	O	O	O
210	old	O	['N']	[210]	O	O	O
211	penurious	O	['N']	[211]	O	O	O
212	uncle	B-NC	['Hypernym']	[392]	B-NC	O	O
213	,	O	['N']	[213]	O	O	O
214	of	O	['N']	[214]	O	O	O
215	whom	O	['N']	[215]	O	O	O
216	nothing	B-NC	['N']	[216]	B-NC	O	O
217	had	O	['N']	[217]	O	O	O
218	been	O	['N']	[218]	O	O	O
219	expected	O	['N']	[219]	O	O	O
220	,	O	['N']	[220]	O	O	O
221	had	O	['N']	[221]	O	O	O
222	died	O	['N']	[222]	O	O	O
223	,	O	['N']	[223]	O	O	O
224	and	O	['N']	[224]	O	O	O
225	had	O	['N']	[225]	O	O	O
226	left	O	['N']	[226]	O	O	O
227	the	O	['N']	[227]	O	O	O
228	mother	B-NC	['N']	[228]	B-NC	O	O
229	,	O	['N']	[229]	O	O	O
230	besides	O	['N']	[230]	O	O	O
231	considerable	O	['N']	[231]	O	O	O
232	property	B-NC	['N']	[232]	B-NC	O	O
233	,	O	['N']	[233]	O	O	O
234	an	O	['N']	[234]	O	O	O
235	estate	B-NC	['N']	[235]	B-NC	O	O
236	in	O	['N']	[236]	O	O	O
237	a	O	['N']	[237]	O	O	O
238	pleasant	O	['N']	[238]	O	O	O
239	spot	B-NC	['N']	[239]	B-NC	O	O
240	near	O	['N']	[240]	O	O	O
241	the	O	['N']	[241]	O	O	O
242	town	B-NC	['N']	[242]	B-NC	O	O
243	.	O	['N']	[243]	O	O	O
244	Thither	O	['N']	[244]	O	O	O
245	Nathaniel	B-NC	['N']	[245]	B-NC	O	O
246	,	O	['N']	[246]	O	O	O
247	with	O	['N']	[247]	O	O	O
248	his	O	['N']	[248]	O	O	O
249	Clara	B-NC	['N']	[249]	B-NC	O	O
250	,	O	['N']	[250]	O	O	O
251	whom	O	['N']	[251]	O	O	O
252	he	O	['N']	[252]	O	O	O
253	now	O	['N']	[253]	O	O	O
254	thought	O	['N']	[254]	O	O	O
255	of	O	['N']	[255]	O	O	O
256	marrying	O	['N']	[256]	O	O	O
257	,	O	['N']	[257]	O	O	O
258	his	O	['N']	[258]	O	O	O
259	mother	B-NC	['N']	[259]	B-NC	O	O
260	,	O	['N']	[260]	O	O	O
261	and	O	['N']	[261]	O	O	O
262	Lothaire	B-NC	['N']	[262]	B-NC	O	O
263	,	O	['N']	[263]	O	O	O
264	desired	O	['N']	[264]	O	O	O
265	to	O	['N']	[265]	O	O	O
266	go	O	['N']	[266]	O	O	O
267	.	O	['N']	[267]	O	O	O
268	Nathaniel	B-NC	['N']	[268]	B-NC	O	O
269	had	O	['N']	[269]	O	O	O
270	now	O	['N']	[270]	O	O	O
271	grown	O	['N']	[271]	O	O	O
272	milder	O	['N']	[272]	O	O	O
273	and	O	['N']	[273]	O	O	O
274	more	O	['N']	[274]	O	O	O
275	docile	O	['N']	[275]	O	O	O
276	than	O	['N']	[276]	O	O	O
277	he	O	['N']	[277]	O	O	O
278	had	O	['N']	[278]	O	O	O
279	ever	O	['N']	[279]	O	O	O
280	been	O	['N']	[280]	O	O	O
281	,	O	['N']	[281]	O	O	O
282	and	O	['N']	[282]	O	O	O
283	he	O	['N']	[283]	O	O	O
284	now	O	['N']	[284]	O	O	O
285	understood	O	['N']	[285]	O	O	O
286	,	O	['N']	[286]	O	O	O
287	for	O	['N']	[287]	O	O	O
288	the	O	['N']	[288]	O	O	O
289	first	O	['N']	[289]	O	O	O
290	time	B-NC	['N']	[290]	B-NC	O	O
291	,	O	['N']	[291]	O	O	O
292	the	O	['N']	[292]	O	O	O
293	heavenly	O	['N']	[293]	O	O	O
294	purity	B-NC	['N']	[294]	B-NC	O	O
295	and	O	['N']	[295]	O	O	O
296	the	O	['N']	[296]	O	O	O
297	greatness	B-NC	['N']	[297]	B-NC	O	O
298	of	O	['N']	[298]	O	O	O
299	Clara	B-NC	['N']	[299]	B-NC	O	O
300	's	O	['N']	[300]	O	O	O
301	mind	B-NC	['N']	[301]	B-NC	O	O
302	.	O	['N']	[302]	O	O	O
303	No	O	['N']	[303]	O	O	O
304	one	O	['N']	[304]	O	O	O
305	,	O	['N']	[305]	O	O	O
306	by	O	['N']	[306]	O	O	O
307	the	O	['N']	[307]	O	O	O
308	slightest	O	['N']	[308]	O	O	O
309	hint	B-NC	['Synonym']	[173]	B-NC	O	O
310	,	O	['N']	[310]	O	O	O
311	reminded	O	['N']	[311]	O	O	O
312	him	O	['N']	[312]	O	O	O
313	of	O	['N']	[313]	O	O	O
314	the	O	['N']	[314]	O	O	O
315	past	B-NC	['N']	[315]	B-NC	O	O
316	.	O	['N']	[316]	O	O	O
317	Only	O	['N']	[317]	O	O	O
318	,	O	['N']	[318]	O	O	O
319	when	O	['N']	[319]	O	O	O
320	Sigismund	B-NC	['N']	[320]	B-NC	O	O
321	took	O	['N']	[321]	O	O	O
322	leave	O	['N']	[322]	O	O	O
323	of	O	['N']	[323]	O	O	O
324	him	O	['N']	[324]	O	O	O
325	,	O	['N']	[325]	O	O	O
326	Nathaniel	B-NC	['N']	[326]	B-NC	O	O
327	said	O	['N']	[327]	O	O	O
328	:	O	['N']	[328]	O	O	O
329	""""	O	['N']	[329]	O	O	O
330	Heavens	B-NC	['N']	[330]	B-NC	O	O
331	,	O	['N']	[331]	O	O	O
332	brother	B-NC	['Hypernym']	[392]	B-NC	O	O
333	,	O	['N']	[333]	O	O	O
334	I	O	['N']	[334]	O	O	O
335	was	O	['N']	[335]	O	O	O
336	in	O	['N']	[336]	O	O	O
337	an	O	['N']	[337]	O	O	O
338	evil	O	['N']	[338]	O	O	O
339	way	B-NC	['N']	[339]	B-NC	O	O
340	,	O	['N']	[340]	O	O	O
341	but	O	['N']	[341]	O	O	O
342	a	O	['N']	[342]	O	O	O
343	good	O	['N']	[343]	O	O	O
344	angel	B-NC	['N']	[344]	B-NC	O	O
345	led	O	['N']	[345]	O	O	O
346	me	O	['N']	[346]	O	O	O
347	betimes	O	['N']	[347]	O	O	O
348	to	O	['N']	[348]	O	O	O
349	the	O	['N']	[349]	O	O	O
350	path	B-NC	['N']	[350]	B-NC	O	O
351	of	O	['N']	[351]	O	O	O
352	light	B-NC	['N']	[352]	B-NC	O	O
353	!	O	['N']	[353]	O	O	O
354	Ah	O	['N']	[354]	O	O	O
355	,	O	['N']	[355]	O	O	O
356	that	O	['N']	[356]	O	O	O
357	was	O	['N']	[357]	O	O	O
358	Clara	B-NC	['N']	[358]	B-NC	O	O
359	!	O	['N']	[359]	O	O	O
360	""""	O	['N']	[360]	O	O	O
361	Sigismund	B-NC	['N']	[361]	B-NC	O	O
362	did	O	['N']	[362]	O	O	O
363	not	O	['N']	[363]	O	O	O
364	let	O	['N']	[364]	O	O	O
365	him	O	['N']	[365]	O	O	O
366	carry	O	['N']	[366]	O	O	O
367	the	O	['N']	[367]	O	O	O
368	discourse	B-NC	['N']	[368]	B-NC	O	O
369	further	O	['N']	[369]	O	O	O
370	for	O	['N']	[370]	O	O	O
371	fear	O	['N']	[371]	O	O	O
372	that	O	['N']	[372]	O	O	O
373	deeply	O	['N']	[373]	O	O	O
374	wounding	O	['N']	[374]	O	O	O
375	recollections	B-NC	['N']	[375]	B-NC	O	O
376	might	O	['N']	[376]	O	O	O
377	burst	O	['N']	[377]	O	O	O
378	forth	O	['N']	[378]	O	O	O
379	bright	O	['N']	[379]	O	O	O
380	and	O	['N']	[380]	O	O	O
381	flaming	O	['N']	[381]	O	O	O
382	.	O	['N']	[382]	O	O	O
383	It	O	['N']	[383]	O	O	O
384	was	O	['N']	[384]	O	O	O
385	about	O	['N']	[385]	O	O	O
386	this	O	['N']	[386]	O	O	O
387	time	B-NC	['N']	[387]	B-NC	O	O
388	that	O	['N']	[388]	O	O	O
389	the	O	['N']	[389]	O	O	O
390	four	O	['N']	[390]	O	O	O
391	happy	O	['N']	[391]	O	O	O
392	persons	B-NC	['N']	[392]	B-NC	O	O
393	thought	O	['N']	[393]	O	O	O
394	of	O	['N']	[394]	O	O	O
395	going	O	['N']	[395]	O	O	O
396	to	O	['N']	[396]	O	O	O
397	the	O	['N']	[397]	O	O	O
398	estate	B-NC	['N']	[398]	B-NC	O	O
399	.	O	['N']	[399]	O	O	O
400	They	O	['N']	[400]	O	O	O
401	were	O	['N']	[401]	O	O	O
402	crossing	O	['N']	[402]	O	O	O
403	,	O	['N']	[403]	O	O	O
